'Name or Address' , 'Policy' , 'Data'
'*.retirementtrader33.com' , 'BlockNxdomainDomain' , ''
'*.reusemoose.com' , 'BlockNxdomainDomain' , ''
'*.reviewbasics.com' , 'BlockNxdomainDomain' , ''
'*.reviewweet.com' , 'BlockNxdomainDomain' , ''
'*.rewardclubs.com' , 'BlockNxdomainDomain' , ''
'*.rhythm86.com' , 'BlockNxdomainDomain' , ''
'*.riaver.site' , 'BlockNxdomainDomain' , ''
'*.rideamigoscorp.com' , 'BlockNxdomainDomain' , ''
'*.ridlay.live' , 'BlockNxdomainDomain' , ''
'*.riehlfarms.com' , 'BlockNxdomainDomain' , ''
'*.rieuenc.com' , 'BlockNxdomainDomain' , ''
'*.ripcorder.com' , 'BlockNxdomainDomain' , ''
'*.ripempson.com' , 'BlockNxdomainDomain' , ''
'*.riscomponents.pw' , 'BlockNxdomainDomain' , ''
'*.rn2t3sw.sbs' , 'BlockNxdomainDomain' , ''
'*.roboscan.net' , 'BlockNxdomainDomain' , ''
'*.rockyourstate.com' , 'BlockNxdomainDomain' , ''
'*.roit.co.kr' , 'BlockNxdomainDomain' , ''
'*.rosebeargarden.com' , 'BlockNxdomainDomain' , ''
'*.rosemarry.asia' , 'BlockNxdomainDomain' , ''
'*.rotmanarchitecture.com' , 'BlockNxdomainDomain' , ''
'*.royalshellsales.net' , 'BlockNxdomainDomain' , ''
'*.rozavetrovv.com' , 'BlockNxdomainDomain' , ''
'*.rpcnetconnect.com' , 'BlockNxdomainDomain' , ''
'*.runroborun.com' , 'BlockNxdomainDomain' , ''
'*.rusic.com' , 'BlockNxdomainDomain' , ''
'*.rxrenew.us' , 'BlockNxdomainDomain' , ''
'*.ryeisasw.com' , 'BlockNxdomainDomain' , ''
'*.s277l20.sbs' , 'BlockNxdomainDomain' , ''
'*.s44c2wu.sbs' , 'BlockNxdomainDomain' , ''
'*.s6s4py.shop' , 'BlockNxdomainDomain' , ''
'*.sabdja.3utilities.com' , 'BlockNxdomainDomain' , ''
'*.sabineko-gallery.com' , 'BlockNxdomainDomain' , ''
'*.safeadspace.com' , 'BlockNxdomainDomain' , ''
'*.safeadvertimgs.com' , 'BlockNxdomainDomain' , ''
'*.sakira.3utilities.com' , 'BlockNxdomainDomain' , ''
'*.salmonrabbit.com' , 'BlockNxdomainDomain' , ''
'*.samsonsound.com' , 'BlockNxdomainDomain' , ''
'*.santaclarasystem.us' , 'BlockNxdomainDomain' , ''
'*.saxon-archer.uk' , 'BlockNxdomainDomain' , ''
'*.scarlet-witch.com' , 'BlockNxdomainDomain' , ''
'*.schedulefestival.com' , 'BlockNxdomainDomain' , ''
'*.scholz-versand.com' , 'BlockNxdomainDomain' , ''
'*.schoolsuds.com' , 'BlockNxdomainDomain' , ''
'*.science-news.live' , 'BlockNxdomainDomain' , ''
'*.scimpex.com' , 'BlockNxdomainDomain' , ''
'*.scoot360.com' , 'BlockNxdomainDomain' , ''
'*.scotthannen.net' , 'BlockNxdomainDomain' , ''
'*.scsnewstoday.com' , 'BlockNxdomainDomain' , ''
'*.secao.org' , 'BlockNxdomainDomain' , ''
'*.secbkav.com' , 'BlockNxdomainDomain' , ''
'*.secureclientupdate.com' , 'BlockNxdomainDomain' , ''
'*.securednsservice.net' , 'BlockNxdomainDomain' , ''
'*.security-run.ddns.net' , 'BlockNxdomainDomain' , ''
'*.segueafrente.com' , 'BlockNxdomainDomain' , ''
'*.selfstorageonline.com' , 'BlockNxdomainDomain' , ''
'*.seliconos.3utilities.com' , 'BlockNxdomainDomain' , ''
'*.semanggicatering.com' , 'BlockNxdomainDomain' , ''
'*.sensationalsecrets.com' , 'BlockNxdomainDomain' , ''
'*.senvmeitu.com' , 'BlockNxdomainDomain' , ''
'*.serverbroadcast.info' , 'BlockNxdomainDomain' , ''
'*.service-recovery-session.info' , 'BlockNxdomainDomain' , ''
'*.service-session-confirm.info' , 'BlockNxdomainDomain' , ''
'*.service-session-continue.info' , 'BlockNxdomainDomain' , ''
'*.servicebing-cdn.com' , 'BlockNxdomainDomain' , ''
'*.services-issue-notification.info' , 'BlockNxdomainDomain' , ''
'*.services-session-confirmation.info' , 'BlockNxdomainDomain' , ''
'*.servicesmail.site' , 'BlockNxdomainDomain' , ''
'*.sesbulmes.org' , 'BlockNxdomainDomain' , ''
'*.session-mail-customers.info' , 'BlockNxdomainDomain' , ''
'*.session-management.info' , 'BlockNxdomainDomain' , ''
'*.session-manager.info' , 'BlockNxdomainDomain' , ''
'*.session-managment.info' , 'BlockNxdomainDomain' , ''
'*.session-out.com' , 'BlockNxdomainDomain' , ''
'*.session-recovery-options.info' , 'BlockNxdomainDomain' , ''
'*.session-users-activities.com' , 'BlockNxdomainDomain' , ''
'*.session-verify-user.info' , 'BlockNxdomainDomain' , ''
'*.sessions-identifier-memberemailid.network' , 'BlockNxdomainDomain' , ''
'*.sessions-notification.info' , 'BlockNxdomainDomain' , ''
'*.shadowboxersport.com' , 'BlockNxdomainDomain' , ''
'*.shaperwear.com' , 'BlockNxdomainDomain' , ''
'*.shareboxs.net' , 'BlockNxdomainDomain' , ''
'*.shareflix.co' , 'BlockNxdomainDomain' , ''
'*.sharehostsns.com' , 'BlockNxdomainDomain' , ''
'*.shareone.live' , 'BlockNxdomainDomain' , ''
'*.shijihulian.com' , 'BlockNxdomainDomain' , ''
'*.shinwonbook.co.kr' , 'BlockNxdomainDomain' , ''
'*.shiyuesun.com' , 'BlockNxdomainDomain' , ''
'*.shootersneeds.com' , 'BlockNxdomainDomain' , ''
'*.shop-sellwear.info' , 'BlockNxdomainDomain' , ''
'*.showminutes.com' , 'BlockNxdomainDomain' , ''
'*.shoxtek.com' , 'BlockNxdomainDomain' , ''
'*.shrtny.co' , 'BlockNxdomainDomain' , ''
'*.sickleads.com' , 'BlockNxdomainDomain' , ''
'*.siestakeying.com' , 'BlockNxdomainDomain' , ''
'*.silentwear.com' , 'BlockNxdomainDomain' , ''
'*.simpleadbanners.com' , 'BlockNxdomainDomain' , ''
'*.sinacn.co' , 'BlockNxdomainDomain' , ''
'*.skodavi.com' , 'BlockNxdomainDomain' , ''
'*.skypecommunications.net' , 'BlockNxdomainDomain' , ''
'*.smartbrantford.ca' , 'BlockNxdomainDomain' , ''
'*.smartfreecredit.com' , 'BlockNxdomainDomain' , ''
'*.smnjrat.ddns.net' , 'BlockNxdomainDomain' , ''
'*.soccer-bw.com' , 'BlockNxdomainDomain' , ''
'*.sofc1v.sbs' , 'BlockNxdomainDomain' , ''
'*.soft-storage.com' , 'BlockNxdomainDomain' , ''
'*.softwareagjobs.com' , 'BlockNxdomainDomain' , ''
'*.solod.bounceme.net' , 'BlockNxdomainDomain' , ''
'*.solprozip.com' , 'BlockNxdomainDomain' , ''
'*.somtelnetworks.com' , 'BlockNxdomainDomain' , ''
'*.sonik.hopto.org' , 'BlockNxdomainDomain' , ''
'*.sopranogamma.com' , 'BlockNxdomainDomain' , ''
'*.sound-bites.com' , 'BlockNxdomainDomain' , ''
'*.spacsaver.info' , 'BlockNxdomainDomain' , ''
'*.speclaurp.com' , 'BlockNxdomainDomain' , ''
'*.sport-pesa.org' , 'BlockNxdomainDomain' , ''
'*.sportnow.news' , 'BlockNxdomainDomain' , ''
'*.sqlmapff.com' , 'BlockNxdomainDomain' , ''
'*.squizzysgolf.com.au' , 'BlockNxdomainDomain' , ''
'*.srv-app.co' , 'BlockNxdomainDomain' , ''
'*.srvddd.com' , 'BlockNxdomainDomain' , ''
'*.ssl-gstatic.online' , 'BlockNxdomainDomain' , ''
'*.ssrsec.com' , 'BlockNxdomainDomain' , ''
'*.sssportsbetting.com' , 'BlockNxdomainDomain' , ''
'*.staplerparts.net' , 'BlockNxdomainDomain' , ''
'*.starlynxllc.net' , 'BlockNxdomainDomain' , ''
'*.starolas.org' , 'BlockNxdomainDomain' , ''
'*.staysmith.com' , 'BlockNxdomainDomain' , ''
'*.stevesperandeo.com' , 'BlockNxdomainDomain' , ''
'*.stienollmache.xyz' , 'BlockNxdomainDomain' , ''
'*.stitchfoundry.com' , 'BlockNxdomainDomain' , ''
'*.stokeinvestor.com' , 'BlockNxdomainDomain' , ''
'*.stopherau.com' , 'BlockNxdomainDomain' , ''
'*.storehouserealty.com' , 'BlockNxdomainDomain' , ''
'*.straliaenollma.xyz' , 'BlockNxdomainDomain' , ''
'*.strangelol.com' , 'BlockNxdomainDomain' , ''
'*.streamf.ru' , 'BlockNxdomainDomain' , ''
'*.studio14.ma' , 'BlockNxdomainDomain' , ''
'*.studioflix.net' , 'BlockNxdomainDomain' , ''
'*.su-service.com' , 'BlockNxdomainDomain' , ''
'*.suarapapua.co' , 'BlockNxdomainDomain' , ''
'*.sunolprj.com' , 'BlockNxdomainDomain' , ''
'*.sunstraightcloud.com' , 'BlockNxdomainDomain' , ''
'*.support-servics.com' , 'BlockNxdomainDomain' , ''
'*.support-servics.net' , 'BlockNxdomainDomain' , ''
'*.support-twitter.com' , 'BlockNxdomainDomain' , ''
'*.supportmail.biz.tr' , 'BlockNxdomainDomain' , ''
'*.supportmailservice.info' , 'BlockNxdomainDomain' , ''
'*.sustanbuild.com' , 'BlockNxdomainDomain' , ''
'*.syd2occh.sbs' , 'BlockNxdomainDomain' , ''
'*.symbiosgroup.net' , 'BlockNxdomainDomain' , ''
'*.synospis-update.com' , 'BlockNxdomainDomain' , ''
'*.sysadminnews.info' , 'BlockNxdomainDomain' , ''
'*.sysanalyticweb.com' , 'BlockNxdomainDomain' , ''
'*.take2.mobi' , 'BlockNxdomainDomain' , ''
'*.tampa-hondaland.com' , 'BlockNxdomainDomain' , ''
'*.taptouchme.com' , 'BlockNxdomainDomain' , ''
'*.tarzoose.com' , 'BlockNxdomainDomain' , ''
'*.tatertires.com' , 'BlockNxdomainDomain' , ''
'*.tccoll.com' , 'BlockNxdomainDomain' , ''
'*.teamdigerati.net' , 'BlockNxdomainDomain' , ''
'*.teamfrontware.com' , 'BlockNxdomainDomain' , ''
'*.teampoa.com' , 'BlockNxdomainDomain' , ''
'*.teamuptutors.com' , 'BlockNxdomainDomain' , ''
'*.tehrantimes.org' , 'BlockNxdomainDomain' , ''
'*.tele.3utilities.com' , 'BlockNxdomainDomain' , ''
'*.teledynegroup.com' , 'BlockNxdomainDomain' , ''
'*.teledyneinstrument.com' , 'BlockNxdomainDomain' , ''
'*.telegram.net' , 'BlockNxdomainDomain' , ''
'*.telemart-pk.com' , 'BlockNxdomainDomain' , ''
'*.templatesmanagersync.info' , 'BlockNxdomainDomain' , ''
'*.tendonsof.com' , 'BlockNxdomainDomain' , ''
'*.teng123.top' , 'BlockNxdomainDomain' , ''
'*.teodns.com' , 'BlockNxdomainDomain' , ''
'*.terms-service-notification.info' , 'BlockNxdomainDomain' , ''
'*.test-netbiter.net' , 'BlockNxdomainDomain' , ''
'*.testing-cdn.com' , 'BlockNxdomainDomain' , ''
'*.thecnmarketplace.com' , 'BlockNxdomainDomain' , ''
'*.thegamedb.org' , 'BlockNxdomainDomain' , ''
'*.thehcmelite.com' , 'BlockNxdomainDomain' , ''
'*.theinspectionconsultant.com' , 'BlockNxdomainDomain' , ''
'*.thekoalapattern.com' , 'BlockNxdomainDomain' , ''
'*.thenextlevelsupply.com' , 'BlockNxdomainDomain' , ''
'*.theonelogin.com' , 'BlockNxdomainDomain' , ''
'*.thepiratecinemaclub.org' , 'BlockNxdomainDomain' , ''
'*.thesenseai.com' , 'BlockNxdomainDomain' , ''
'*.thestar.live' , 'BlockNxdomainDomain' , ''
'*.thethirstyoutlaw.com' , 'BlockNxdomainDomain' , ''
'*.thinkofnews.com' , 'BlockNxdomainDomain' , ''
'*.thintank.co' , 'BlockNxdomainDomain' , ''
'*.thisunlimited.net' , 'BlockNxdomainDomain' , ''
'*.thrivedataview.com' , 'BlockNxdomainDomain' , ''
'*.thyssemkrupp.com' , 'BlockNxdomainDomain' , ''
'*.thyssenkrupp-marinesystems.org' , 'BlockNxdomainDomain' , ''
'*.tibetonline.info' , 'BlockNxdomainDomain' , ''
'*.tickets-kz.com' , 'BlockNxdomainDomain' , ''
'*.ticketstreet.at' , 'BlockNxdomainDomain' , ''
'*.tiinly.co' , 'BlockNxdomainDomain' , ''
'*.times-sync.com' , 'BlockNxdomainDomain' , ''
'*.timmyoniell.com' , 'BlockNxdomainDomain' , ''
'*.tinyimagehosting.com' , 'BlockNxdomainDomain' , ''
'*.tiwtrr.com' , 'BlockNxdomainDomain' , ''
'*.tjfoundation.com' , 'BlockNxdomainDomain' , ''
'*.tjglmy.com' , 'BlockNxdomainDomain' , ''
'*.tky3ry7i8.sbs' , 'BlockNxdomainDomain' , ''
'*.tma9y71.sbs' , 'BlockNxdomainDomain' , ''
'*.tobupmi.com' , 'BlockNxdomainDomain' , ''
'*.toekie.ddns.net' , 'BlockNxdomainDomain' , ''
'*.tohlb6afj.sbs' , 'BlockNxdomainDomain' , ''
'*.tohna.net' , 'BlockNxdomainDomain' , ''
'*.toknowall.com' , 'BlockNxdomainDomain' , ''
'*.toonzone.com' , 'BlockNxdomainDomain' , ''
'*.top106.top' , 'BlockNxdomainDomain' , ''
'*.topcinemaclub.com' , 'BlockNxdomainDomain' , ''
'*.total-slovenia-news.net' , 'BlockNxdomainDomain' , ''
'*.total-tng.com' , 'BlockNxdomainDomain' , ''
'*.toya.co.kr' , 'BlockNxdomainDomain' , ''
'*.toysbagonline.com' , 'BlockNxdomainDomain' , ''
'*.tprlink.com' , 'BlockNxdomainDomain' , ''
'*.tqvps.com' , 'BlockNxdomainDomain' , ''
'*.trackmyvehicles.org' , 'BlockNxdomainDomain' , ''
'*.trade-inf.com' , 'BlockNxdomainDomain' , ''
'*.trafficeco.com' , 'BlockNxdomainDomain' , ''
'*.transferwiser.io' , 'BlockNxdomainDomain' , ''
'*.transplugin.io' , 'BlockNxdomainDomain' , ''
'*.transupdate.com' , 'BlockNxdomainDomain' , ''
'*.travelexlawfirms.com' , 'BlockNxdomainDomain' , ''
'*.traveljapan.org' , 'BlockNxdomainDomain' , ''
'*.trentfellers.com' , 'BlockNxdomainDomain' , ''
'*.tribecalogistics.com' , 'BlockNxdomainDomain' , ''
'*.tricitytrust.com' , 'BlockNxdomainDomain' , ''
'*.tripleda.com' , 'BlockNxdomainDomain' , ''
'*.troubledate.com' , 'BlockNxdomainDomain' , ''
'*.trprivates.com' , 'BlockNxdomainDomain' , ''
'*.truefashionnews.com' , 'BlockNxdomainDomain' , ''
'*.truityfcu.net' , 'BlockNxdomainDomain' , ''
'*.trummail.net' , 'BlockNxdomainDomain' , ''
'*.tsworthoa.com' , 'BlockNxdomainDomain' , ''
'*.ttidc.net' , 'BlockNxdomainDomain' , ''
'*.turkicevent.com' , 'BlockNxdomainDomain' , ''
'*.turkiyeburslari.tk' , 'BlockNxdomainDomain' , ''
'*.tw32-cdn.com' , 'BlockNxdomainDomain' , ''
'*.tweetingmachine.com' , 'BlockNxdomainDomain' , ''
'*.twistedlemonade.com' , 'BlockNxdomainDomain' , ''
'*.twitt-live.com' , 'BlockNxdomainDomain' , ''
'*.twitterproxy.com' , 'BlockNxdomainDomain' , ''
'*.twittsupport.com' , 'BlockNxdomainDomain' , ''
'*.twothousand.com.au' , 'BlockNxdomainDomain' , ''
'*.txbfc9fe.shop' , 'BlockNxdomainDomain' , ''
'*.tyuweb.com' , 'BlockNxdomainDomain' , ''
'*.u41owotdn.shop' , 'BlockNxdomainDomain' , ''
'*.uctpostgraduate.com' , 'BlockNxdomainDomain' , ''
'*.uimm22.fr' , 'BlockNxdomainDomain' , ''
'*.ulstur.co' , 'BlockNxdomainDomain' , ''
'*.ultimateboatersguide.ca' , 'BlockNxdomainDomain' , ''
'*.ultrapro-tx.com' , 'BlockNxdomainDomain' , ''
'*.ultrasocial.info' , 'BlockNxdomainDomain' , ''
'*.un-asia.co' , 'BlockNxdomainDomain' , ''
'*.unfilteredtracks.com' , 'BlockNxdomainDomain' , ''
'*.unsoldweeks.biz' , 'BlockNxdomainDomain' , ''
'*.update-microsoft.bid' , 'BlockNxdomainDomain' , ''
'*.updatecdn.net' , 'BlockNxdomainDomain' , ''
'*.updmanager.com' , 'BlockNxdomainDomain' , ''
'*.upfdirect.com' , 'BlockNxdomainDomain' , ''
'*.upi5os.sbs' , 'BlockNxdomainDomain' , ''
'*.uqtw4fl.sbs' , 'BlockNxdomainDomain' , ''
'*.urdirec.com' , 'BlockNxdomainDomain' , ''
'*.urlaugh.com' , 'BlockNxdomainDomain' , ''
'*.urservices.net' , 'BlockNxdomainDomain' , ''
'*.us1deis.bond' , 'BlockNxdomainDomain' , ''
'*.usaspeedstacking.com' , 'BlockNxdomainDomain' , ''
'*.usdagroup.com' , 'BlockNxdomainDomain' , ''
'*.user-activity-issues.info' , 'BlockNxdomainDomain' , ''
'*.user-profile-credentials.com' , 'BlockNxdomainDomain' , ''
'*.useridentity-confirm.info' , 'BlockNxdomainDomain' , ''
'*.users-issue-services.info' , 'BlockNxdomainDomain' , ''
'*.usmirocomney.net' , 'BlockNxdomainDomain' , ''
'*.utilityengine.com' , 'BlockNxdomainDomain' , ''
'*.utradebonds.com' , 'BlockNxdomainDomain' , ''
'*.uvfr4ep.com' , 'BlockNxdomainDomain' , ''
'*.v7qsnhh.sbs' , 'BlockNxdomainDomain' , ''
'*.vantage-tubs.com' , 'BlockNxdomainDomain' , ''
'*.vendaswebs.com' , 'BlockNxdomainDomain' , ''
'*.verch.mobi' , 'BlockNxdomainDomain' , ''
'*.verde-immobilien.at' , 'BlockNxdomainDomain' , ''
'*.verification-live.com' , 'BlockNxdomainDomain' , ''
'*.verifiy-account.net' , 'BlockNxdomainDomain' , ''
'*.verify-linke.com' , 'BlockNxdomainDomain' , ''
'*.verify-linkedin.net' , 'BlockNxdomainDomain' , ''
'*.verify-user-session.info' , 'BlockNxdomainDomain' , ''
'*.veritas-im.com' , 'BlockNxdomainDomain' , ''
'*.verizonfiosrewards.com' , 'BlockNxdomainDomain' , ''
'*.verocal.info' , 'BlockNxdomainDomain' , ''
'*.vesteldefnce.io' , 'BlockNxdomainDomain' , ''
'*.vestinfo.net' , 'BlockNxdomainDomain' , ''
'*.vestinfo.org' , 'BlockNxdomainDomain' , ''
'*.vestinfos.net' , 'BlockNxdomainDomain' , ''
'*.vfsglobal.fr' , 'BlockNxdomainDomain' , ''
'*.viajandoa.com' , 'BlockNxdomainDomain' , ''
'*.villageofwaltonville.com' , 'BlockNxdomainDomain' , ''
'*.vinho-online.com' , 'BlockNxdomainDomain' , ''
'*.vinhsake.com' , 'BlockNxdomainDomain' , ''
'*.vinjavideo.com' , 'BlockNxdomainDomain' , ''
'*.violet.la' , 'BlockNxdomainDomain' , ''
'*.violina.website' , 'BlockNxdomainDomain' , ''
'*.virtsvc.com' , 'BlockNxdomainDomain' , ''
'*.vitaminmain.info' , 'BlockNxdomainDomain' , ''
'*.vlast-news.com' , 'BlockNxdomainDomain' , ''
'*.vmware-cdn.com' , 'BlockNxdomainDomain' , ''
'*.voicepay.com' , 'BlockNxdomainDomain' , ''
'*.voyager.myftp.biz' , 'BlockNxdomainDomain' , ''
'*.voyaget.myftp.biz' , 'BlockNxdomainDomain' , ''
'*.vpnkerio.com' , 'BlockNxdomainDomain' , ''
'*.vps2java.securitytactics.com' , 'BlockNxdomainDomain' , ''
'*.vpsgys.com' , 'BlockNxdomainDomain' , ''
'*.w6rjv5.sbs' , 'BlockNxdomainDomain' , ''
'*.wada-awa.org' , 'BlockNxdomainDomain' , ''
'*.walatparez.com' , 'BlockNxdomainDomain' , ''
'*.war.geekgalaxy.com' , 'BlockNxdomainDomain' , ''
'*.warevalley.com' , 'BlockNxdomainDomain' , ''
'*.waterforvoiceless.org' , 'BlockNxdomainDomain' , ''
'*.wealthteacher.com' , 'BlockNxdomainDomain' , ''
'*.web-link.live' , 'BlockNxdomainDomain' , ''
'*.web-traffic.info' , 'BlockNxdomainDomain' , ''
'*.webanalyticstats.com' , 'BlockNxdomainDomain' , ''
'*.webarjs.com' , 'BlockNxdomainDomain' , ''
'*.webemail.info' , 'BlockNxdomainDomain' , ''
'*.webmaster-team.com' , 'BlockNxdomainDomain' , ''
'*.weboot.info' , 'BlockNxdomainDomain' , ''
'*.webstp.com' , 'BlockNxdomainDomain' , ''
'*.weekendcool.com' , 'BlockNxdomainDomain' , ''
'*.whitcopoles.com' , 'BlockNxdomainDomain' , ''
'*.whiteserver.in' , 'BlockNxdomainDomain' , ''
'*.whitetailbehavior.com' , 'BlockNxdomainDomain' , ''
'*.whoami.la' , 'BlockNxdomainDomain' , ''
'*.whoint.cf' , 'BlockNxdomainDomain' , ''
'*.whoint.co' , 'BlockNxdomainDomain' , ''
'*.whoint.ml' , 'BlockNxdomainDomain' , ''
'*.wildseedsfarms.net' , 'BlockNxdomainDomain' , ''
'*.win10-update.com' , 'BlockNxdomainDomain' , ''
'*.win7-update.com' , 'BlockNxdomainDomain' , ''
'*.wincertificateupdater.com' , 'BlockNxdomainDomain' , ''
'*.winconnectors.com' , 'BlockNxdomainDomain' , ''
'*.windefenderupdater.com' , 'BlockNxdomainDomain' , ''
'*.windhaven.org' , 'BlockNxdomainDomain' , ''
'*.windows-updater.net' , 'BlockNxdomainDomain' , ''
'*.windowsappstore.net' , 'BlockNxdomainDomain' , ''
'*.windowsconnector.com' , 'BlockNxdomainDomain' , ''
'*.windowsdefenderupdater.com' , 'BlockNxdomainDomain' , ''
'*.windowsearchcache.com' , 'BlockNxdomainDomain' , ''
'*.windowshealthcheck.com' , 'BlockNxdomainDomain' , ''
'*.windowspatchmanager.com' , 'BlockNxdomainDomain' , ''
'*.windowssearchcache.com' , 'BlockNxdomainDomain' , ''
'*.windowsupdatecache.com' , 'BlockNxdomainDomain' , ''
'*.windowsupdatecdn.com' , 'BlockNxdomainDomain' , ''
'*.windowsupdatemicrosoft.com' , 'BlockNxdomainDomain' , ''
'*.windowsupdater.net' , 'BlockNxdomainDomain' , ''
'*.windowsupdatescache.com' , 'BlockNxdomainDomain' , ''
'*.winter.tokyo' , 'BlockNxdomainDomain' , ''
'*.winxps.com' , 'BlockNxdomainDomain' , ''
'*.wkyyyvb.sbs' , 'BlockNxdomainDomain' , ''
'*.wmackinnon.com' , 'BlockNxdomainDomain' , ''
'*.womanstudies.co' , 'BlockNxdomainDomain' , ''
'*.woodecocard.com' , 'BlockNxdomainDomain' , ''
'*.worldhomeoutlet.com' , 'BlockNxdomainDomain' , ''
'*.worldimagebucket.com' , 'BlockNxdomainDomain' , ''
'*.worldpostjournal.com' , 'BlockNxdomainDomain' , ''
'*.wplsummit.com' , 'BlockNxdomainDomain' , ''
'*.wps.bj.cn' , 'BlockNxdomainDomain' , ''
'*.wsi.dyndns.org' , 'BlockNxdomainDomain' , ''
'*.wsmcoff.com' , 'BlockNxdomainDomain' , ''
'*.wspholdings.com' , 'BlockNxdomainDomain' , ''
'*.wsuslink.com' , 'BlockNxdomainDomain' , ''
'*.wtcfoundation.com' , 'BlockNxdomainDomain' , ''
'*.wubangta.info' , 'BlockNxdomainDomain' , ''
'*.wubangtu.info' , 'BlockNxdomainDomain' , ''
'*.wvcimorgantown.com' , 'BlockNxdomainDomain' , ''
'*.xem4za5u.sbs' , 'BlockNxdomainDomain' , ''
'*.xgyun.vip' , 'BlockNxdomainDomain' , ''
'*.xhvlnpx.sbs' , 'BlockNxdomainDomain' , ''
'*.xiangyunhulian.com' , 'BlockNxdomainDomain' , ''
'*.xiangyunvps.net' , 'BlockNxdomainDomain' , ''
'*.xmltransfers.co.uk' , 'BlockNxdomainDomain' , ''
'*.xn--mgbfv9eh74d.com' , 'BlockNxdomainDomain' , ''
'*.xpertpos.com' , 'BlockNxdomainDomain' , ''
'*.xphs2wp.bond' , 'BlockNxdomainDomain' , ''
'*.xunsuhulian.com' , 'BlockNxdomainDomain' , ''
'*.y8xss7.sbs' , 'BlockNxdomainDomain' , ''
'*.yah000rg.com' , 'BlockNxdomainDomain' , ''
'*.yahooadmin.net' , 'BlockNxdomainDomain' , ''
'*.yahooprotect.net' , 'BlockNxdomainDomain' , ''
'*.yahoorigist.com' , 'BlockNxdomainDomain' , ''
'*.yahooservices-cdn.com' , 'BlockNxdomainDomain' , ''
'*.yawgoorealestate.com' , 'BlockNxdomainDomain' , ''
'*.yeni-safak.com' , 'BlockNxdomainDomain' , ''
'*.yjprpak.shop' , 'BlockNxdomainDomain' , ''
'*.yo-um7.com' , 'BlockNxdomainDomain' , ''
'*.yootypes.com' , 'BlockNxdomainDomain' , ''
'*.yorkcountyceo.com' , 'BlockNxdomainDomain' , ''
'*.yourpnfagency.com' , 'BlockNxdomainDomain' , ''
'*.youtubee.life' , 'BlockNxdomainDomain' , ''
'*.yoyakuweb.technology' , 'BlockNxdomainDomain' , ''
'*.yrak.info' , 'BlockNxdomainDomain' , ''
'*.ytb.services' , 'BlockNxdomainDomain' , ''
'*.z48fin9.sbs' , 'BlockNxdomainDomain' , ''
'*.z9gfy69.sbs' , 'BlockNxdomainDomain' , ''
'*.zakorn.com' , 'BlockNxdomainDomain' , ''
'*.zawajonly.com' , 'BlockNxdomainDomain' , ''
'*.zcombinator.co' , 'BlockNxdomainDomain' , ''
'*.zikolo.net' , 'BlockNxdomainDomain' , ''
'*.zipzapplay.com' , 'BlockNxdomainDomain' , ''
'*.zolosy.top' , 'BlockNxdomainDomain' , ''
'*.zometool.cn' , 'BlockNxdomainDomain' , ''
'*.zonestatistic.com' , 'BlockNxdomainDomain' , ''
'*.ztb-news.com' , 'BlockNxdomainDomain' , ''
'028xmz.com' , 'BlockNxdomainDomain' , ''
'02s.co' , 'BlockNxdomainDomain' , ''
'06g.co' , 'BlockNxdomainDomain' , ''
'09a.co' , 'BlockNxdomainDomain' , ''
'0ffice36o.com' , 'BlockNxdomainDomain' , ''
'0g68oxy.sbs' , 'BlockNxdomainDomain' , ''
'0gw4zb0u4.sbs' , 'BlockNxdomainDomain' , ''
'0nlinewoodforest.com' , 'BlockNxdomainDomain' , ''
'0skaidcfb.shop' , 'BlockNxdomainDomain' , ''
'11116.intra.applestunes.com' , 'BlockNxdomainDomain' , ''
'111grandbetting1.xyz' , 'BlockNxdomainDomain' , ''
'115game.com' , 'BlockNxdomainDomain' , ''
'117.89.65.117.ipv6.la' , 'BlockNxdomainDomain' , ''
'118429.xyz' , 'BlockNxdomainDomain' , ''
'11i.xyz' , 'BlockNxdomainDomain' , ''
'123ajaib.xyz' , 'BlockNxdomainDomain' , ''
'123moviespro.xyz' , 'BlockNxdomainDomain' , ''
'132blg.xyz' , 'BlockNxdomainDomain' , ''
'143610035baf04425847b007.mumbai-m.site' , 'BlockNxdomainDomain' , ''
'166.109.60.190.host.ifxnetworks.com' , 'BlockNxdomainDomain' , ''
'168wangpi.com' , 'BlockNxdomainDomain' , ''
'1756x.xyz' , 'BlockNxdomainDomain' , ''
'176-9-242-188.cinfuserver.com' , 'BlockNxdomainDomain' , ''
'1877dokmbrsi.xyz' , 'BlockNxdomainDomain' , ''
'18center.com' , 'BlockNxdomainDomain' , ''
'18trdf4.sbs' , 'BlockNxdomainDomain' , ''
'1e100.tech' , 'BlockNxdomainDomain' , ''
'1j.www1.biz' , 'BlockNxdomainDomain' , ''
'1ksvbm.shop' , 'BlockNxdomainDomain' , ''
'1m100.tech' , 'BlockNxdomainDomain' , ''
'1npost455-shop.0312455.xyz' , 'BlockNxdomainDomain' , ''
'1songjiang.info' , 'BlockNxdomainDomain' , ''
'1st.dlmix.ourdvs.com' , 'BlockNxdomainDomain' , ''
'1stopris.com' , 'BlockNxdomainDomain' , ''
'1uuiku.sbs' , 'BlockNxdomainDomain' , ''
'1z.itsaol.com' , 'BlockNxdomainDomain' , ''
'2-gis.kz' , 'BlockNxdomainDomain' , ''
